r1_file	r2_file	status	read_pairs
./LBM02E07/LBM02E07_R1.fastq.gz	./LBM02E07/LBM02E07_R2.fastq.gz	OK	37243716
./LBM02E09/LBM02E09_R1.fastq.gz	./LBM02E09/LBM02E09_R2.fastq.gz	OK	66497020
./LBM02E10/LBM02E10_R1.fastq.gz	./LBM02E10/LBM02E10_R2.fastq.gz	OK	33824222
./LBM02E11/LBM02E11_R1.fastq.gz	./LBM02E11/LBM02E11_R2.fastq.gz	OK	50355555
./LBM02E12/LBM02E12_R1.fastq.gz	./LBM02E12/LBM02E12_R2.fastq.gz	OK	52864327
./LBM02F01/LBM02F01_R1.fastq.gz	./LBM02F01/LBM02F01_R2.fastq.gz	OK	80858280
./LBM02F02/LBM02F02_R1.fastq.gz	./LBM02F02/LBM02F02_R2.fastq.gz	OK	43785406
./LBM02F03/LBM02F03_R1.fastq.gz	./LBM02F03/LBM02F03_R2.fastq.gz	OK	44815651
./LBM02F04/LBM02F04_R1.fastq.gz	./LBM02F04/LBM02F04_R2.fastq.gz	OK	55016470
./LBM02F06/LBM02F06_R1.fastq.gz	./LBM02F06/LBM02F06_R2.fastq.gz	OK	47012270
./LBM02F07/LBM02F07_R1.fastq.gz	./LBM02F07/LBM02F07_R2.fastq.gz	OK	35590861
./LBM02F08/LBM02F08_R1.fastq.gz	./LBM02F08/LBM02F08_R2.fastq.gz	OK	51081998
./LBM02F09/LBM02F09_R1.fastq.gz	./LBM02F09/LBM02F09_R2.fastq.gz	OK	36553360
./LBM02F10/LBM02F10_R1.fastq.gz	./LBM02F10/LBM02F10_R2.fastq.gz	OK	47717033
./LBM02F11/LBM02F11_R1.fastq.gz	./LBM02F11/LBM02F11_R2.fastq.gz	OK	61001766
./LBM02G01/LBM02G01_R1.fastq.gz	./LBM02G01/LBM02G01_R2.fastq.gz	OK	44698300
./LBM02G02/LBM02G02_R1.fastq.gz	./LBM02G02/LBM02G02_R2.fastq.gz	OK	38370288
./LBM02G03/LBM02G03_R1.fastq.gz	./LBM02G03/LBM02G03_R2.fastq.gz	OK	38524691
./LBM02G04/LBM02G04_R1.fastq.gz	./LBM02G04/LBM02G04_R2.fastq.gz	OK	38879024
